date,description,amount,type,category,explanation
2024-04-22,DEBIT PURCHASE 18/04/24 xx-0411 Grab* A-6A3OTM5GWFTV S,-22.4,Withdrawal,Transport,Payment for Grab transport service.
2024-04-22,CREDIT PURCHASE 19/04/24 xx-6482 EZ-LINK APP S,-10.0,Withdrawal,Transport,"This transaction is a withdrawal for a transport expense, likely for a fare or ticket purchased through the EZ-Link app."
2024-04-22,CREDIT PURCHASE 20/04/24 xx-0411 HHH ENTERPRISE S,-14.31,Withdrawal,Miscellaneous,"This is a debit purchase from HHH Enterprise, which doesn't specify the nature of the transaction, hence it is categorized under Miscellaneous."
2024-04-22,CREDIT PURCHASE 18/04/24 xx-0411 YQUEUE S,-6.7,Withdrawal,Miscellaneous,"Payment for a service or product from YQUEUE S. The exact nature of the transaction is not clear from the description, hence categorized as Miscellaneous."
2024-04-22,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This transaction is a payment for a food purchase made through NETS QR at Sin Kee.
2024-04-22,NETS QR 23016847 NETS QR PURCHASE GREENS & GRAINS,-6.8,Withdrawal,Groceries,"This transaction is a purchase made at Greens & Grains, which is likely a grocery store, hence the category is Groceries. The negative amount indicates money was spent, making this a withdrawal."
2024-04-23,FAST PAYMENT via PayNow-UEN to QFPAY SINGAPORE OTHR - 2000025067724113,-6.2,Withdrawal,Miscellaneous,"This transaction is a payment made via PayNow-UEN to QFPAY Singapore, which doesn't fall into any specific category, hence it's labeled as miscellaneous."
2024-04-23,CREDIT PURCHASE 20/04/24 xx-0411 YQUEUE S,-6.7,Withdrawal,Miscellaneous,"This transaction is a debit purchase from a vendor named YQUEUE S. The category is not clear from the description, so it is labeled as Miscellaneous."
2024-04-23,NETS QR 23016847 NETS QR PURCHASE GREENS & GRAINS,-6.8,Withdrawal,Groceries,Purchase of groceries from Greens & Grains using NETS QR.
2024-04-23,COLLECTION/TRANSFER UBIL Arnold 90da19d7cc5b4e96abf GRABPAY TOPUP Arnold,-36.0,Withdrawal,Transfers,"This transaction is a transfer of funds to GrabPay, likely for future use in transport or food services."
2024-04-24,FAST PAYMENT via PayNow-Mobile to Aly OTHR - GPay-,-2.67,Withdrawal,Transfers,This transaction is a transfer of funds made through PayNow-Mobile to a person named Aly using Google Pay.
2024-04-24,FAST PAYMENT via PayNow-Mobile to Willson OTHR - GPay-,-12.52,Withdrawal,Transfers,"This transaction represents a transfer of funds from your account to another individual, Willson, via the mobile payment service PayNow."
2024-04-24,PAYMENT/TRANSFER via PayNow-DBSS from CHIA WEN JUN M OTHR Send back 89384969,12.48,Deposit,Transfers,This is a transfer received from CHIA WEN JUN M via PayNow-DBSS.
2024-04-24,NETS QR 88891201 NETS QR PURCHASE STALL 6,-9.8,Withdrawal,Food,"This is a payment for food at Stall 6, made through NETS QR."
2024-04-25,FAST PAYMENT via PayNow-UEN to QFPAY SINGAPORE OTHR - 2000013367624115,-6.7,Withdrawal,Miscellaneous,"This transaction is a payment made via PayNow-UEN to QFPAY Singapore. The exact purpose of the transaction is not specified, hence it is categorized under Miscellaneous."
2024-04-25,CREDIT PURCHASE 23/04/24 xx-0411 Grab* 8-C6K2REK3LUBAUE S,-1.6,Withdrawal,Transport,"Payment for Grab, a ride-hailing service."
2024-04-26,PAYMENT/TRANSFER via PayNow-DBSS from NICOLE LEE SIY OTHR PayNow Transfer,16.35,Deposit,Transfers,This is a transfer received from Nicole Lee via PayNow-DBSS.
2024-04-27,FAST PAYMENT via PayNow-Mobile to teasel OTHR - OTHR,-6.7,Withdrawal,Transfers,"This transaction represents a fast payment made through PayNow-Mobile to another party, possibly for a service or product."
2024-04-27,DEBIT PURCHASE 25/04/24 xx-0411 MCDONALD'S (WCP) S,-6.2,Withdrawal,Food,Purchase of food from McDonald's.
2024-04-27,COLLECTION/TRANSFER UBIL Arnold 90da19d7cc5b4e96abf GRABPAY TOPUP Arnold,-20.0,Withdrawal,Transfers,"This transaction is a transfer of funds to GrabPay, likely for future use in transport or food services."
2024-04-27,NETS QR 88924101 NETS QR PURCHASE COOL SPOT,-2.8,Withdrawal,Food,Payment for food at Cool Spot through NETS QR.
2024-04-27,NETS QR 90376701 NETS QR PURCHASE MALA XIANG GUO,-12.18,Withdrawal,Food,Payment for a meal at Mala Xiang Guo using NETS QR.
2024-04-27,NETS QR 88924101 NETS QR PURCHASE COOL SPOT,-1.5,Withdrawal,Food,Payment for food at Cool Spot using NETS QR.
2024-04-27,FAST PAYMENT via PayNow-UEN to QFPAY SINGAPORE OTHR - 2000001967724118,-7.5,Withdrawal,Miscellaneous,"This transaction represents a payment made via PayNow-UEN to QFPAY SINGAPORE. The exact purpose of the transaction is not specified, hence it is categorized under Miscellaneous."
2024-04-28,DEBIT PURCHASE 26/04/24 xx-3623 royals-cafe-nus S,-32.7,Withdrawal,Food,Payment for a meal at Royals Cafe.
2024-04-28,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,"This transaction is a purchase made at Sin Kee, likely a food establishment, using NETS QR payment method."
2024-04-29,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,"This transaction is a purchase made at Sin Kee, likely a restaurant or food vendor, using NETS QR payment method."
2024-04-30,FAST PAYMENT via PayNow-UEN to QFPAY SINGAPORE OTHR - 2000009867724121,-6.5,Withdrawal,Miscellaneous,"This transaction represents a payment made through PayNow-UEN to QFPAY SINGAPORE. The exact purpose of the payment is not specified, hence it is categorized under Miscellaneous."
2024-04-30,NETS QR 88924101 NETS QR PURCHASE COOL SPOT,-1.5,Withdrawal,Food,Payment for food at Cool Spot using NETS QR.
2024-04-30,FAST PAYMENT via PayNow-Mobile to JIRAPAT JIRASEV OTHR - OTHR,-7.1,Withdrawal,Transfers,This transaction is a transfer of funds to Jirapat Jirasev via PayNow-Mobile.
2024-04-30,FUND TRANSFER via PayNow-Mobile to VISHWANATH ANNAN OTHR - OTHR,-11.0,Withdrawal,Transfers,This transaction is a fund transfer to Vishwanath Annan via PayNow-Mobile.
2024-04-30,PAYMENT/TRANSFER via PayNow-DBSS from NICOLE LEE SIY OTHR PayNow Transfer,11.2,Deposit,Transfers,This is a transfer received from Nicole Lee Siy via PayNow-DBSS.
2024-05-01,INTEREST CREDIT,1.59,Deposit,Income,This is an interest payment credited to the account.
2024-03-01,DEBIT PURCHASE 27/02/24 xx-0411 SP SWEE LEE SINGAPORE S,-19.0,Withdrawal,Shopping,"This is a debit purchase from Swee Lee, a music store in Singapore, indicating a shopping expense."
2024-03-01,NETS QR 88891201 NETS QR PURCHASE STALL 6,-6.8,Withdrawal,Food,"This is a payment for food at Stall 6, made through NETS QR."
2024-03-01,NETS QR 88891701 NETS QR PURCHASE STALL 11A,-3.7,Withdrawal,Food,Payment for food at Stall 11A via NETS QR.
2024-03-01,PAYMENT/TRANSFER via PayNow-DBSS from NICOLE LEE SIY OTHR PayNow Transfer,13.5,Deposit,Transfers,This is a transfer received from Nicole Lee via PayNow-DBSS.
2024-03-01,PAYMENT/TRANSFER UOVB from WONG MEI YIN STDY Living allowance,500.0,Deposit,Transfers,This is a living allowance transfer from Wong Mei Yin to the UOVB account.
2024-03-02,COLLECTION/TRANSFER UBIL Arnold 90da19d7cc5b4e96abf GRABPAY TOPUP Arnold,-15.0,Withdrawal,Transfers,"This transaction is a transfer of funds to GrabPay, likely for future use in transport or other services offered by Grab."
2024-03-02,NETS QR 89059401 NETS QR PURCHASE FISH SOUP,-5.3,Withdrawal,Food,Payment for fish soup via NETS QR.
2024-03-02,PAYMENT/TRANSFER via PayNow-UOVB from WONG MEI YIN OTHR Transfer - Mobile,100.0,Deposit,Transfers,This is a transfer received from Wong Mei Yin via PayNow-UOVB.
2024-03-03,DEBIT PURCHASE 01/03/24 xx-0411 TS/UDON DON BAR NUS S,-21.8,Withdrawal,Food,Payment for a meal at Udon Don Bar.
2024-03-03,CREDIT PURCHASE 02/03/24 xx-0411 NTUC FP - NUH S,-26.26,Withdrawal,Groceries,"This is a debit purchase from NTUC FairPrice, a supermarket chain, indicating that it is a grocery purchase."
2024-03-03,CREDIT PURCHASE 02/03/24 xx-0411 STUFF'D ONE@KENT RIDGE S,-8.5,Withdrawal,Food,Payment for a meal at STUFF'D ONE@KENT RIDGE S.
2024-03-03,NETS QR 90376701 NETS QR PURCHASE MALA XIANG GUO,-44.2,Withdrawal,Food,Payment for a meal at Mala Xiang Guo using NETS QR.
2024-03-03,PAYMENT/TRANSFER via PayNow-DBSS from JIRASEVIJINDA OTHR PayNow Transfer,9.0,Deposit,Transfers,This is a transfer received from JIRASEVIJINDA via PayNow-DBSS.
2024-03-03,FUND TRANSFER via PayNow-Mobile from DING HONG RUEY OTHR - OTHR,9.0,Deposit,Transfers,This is a fund transfer received via PayNow-Mobile from Ding Hong Ruey.
2024-03-03,FUND TRANSFER via PayNow-Mobile from WONG QING OTHR - OTHR,9.0,Deposit,Transfers,This is a fund transfer received from Wong Qing via PayNow-Mobile.
2024-03-03,FUND TRANSFER via PayNow-Mobile to DING HONG RUEY OTHR - OTHR,-1.6,Withdrawal,Transfers,This transaction is a fund transfer to Ding Hong Ruey via PayNow-Mobile.
2024-03-04,NETS QR 23016847 NETS QR PURCHASE GREENS & GRAINS,-6.8,Withdrawal,Groceries,Purchase of groceries from Greens & Grains using NETS QR.
2024-03-04,NETS QR 88891101 NETS QR PURCHASE STALL 5,-7.5,Withdrawal,Food,"This is a payment for a purchase made at Stall 5 using NETS QR, likely for food."
2024-03-05,CREDIT PURCHASE 01/03/24 xx-0411 ELEMENT14 PTE LIMITED S,-114.31,Withdrawal,Shopping,"Purchase made from Element14 PTE Limited, likely for electronic components or related items."
2024-03-05,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This transaction is a payment for a food purchase made through NETS QR.
2024-03-06,NETS QR 23016847 NETS QR PURCHASE GREENS & GRAINS,-6.8,Withdrawal,Groceries,Purchase of groceries from Greens & Grains using NETS QR.
2024-03-07,FAST PAYMENT via PayNow-UEN to QFPAY SINGAPORE OTHR - 2000026767724066,-6.0,Withdrawal,Miscellaneous,"This transaction is a payment made through PayNow-UEN to QFPAY in Singapore. The specific purpose of the payment is not clear, hence it is categorized under Miscellaneous."
2024-03-07,NETS QR 70835401 NETS QR PURCHASE MINI WOK,-4.3,Withdrawal,Food,Payment for a meal at Mini Wok using NETS QR.
2024-03-07,PAYMENT/TRANSFER via PayNow-DBSS from JOEL MATTHEW C OTHR JOEL MATTHEW CHIAM Z QIANG,7.0,Deposit,Transfers,This is a transfer received from Joel Matthew via PayNow-DBS.
2024-03-08,FAST PAYMENT via PayNow-UEN to QFPAY SINGAPORE OTHR - 2000020367724067,-6.8,Withdrawal,Miscellaneous,"This transaction is a payment made via PayNow-UEN to QFPAY SINGAPORE. The specific purpose of the transaction is not clear, hence it is categorized as Miscellaneous."
2024-03-08,DEBIT PURCHASE 05/03/24 xx-0411 YQUEUE S,-6.5,Withdrawal,Miscellaneous,Payment for a service or product from YQUEUE S. The exact nature of the transaction is unclear from the description.
2024-03-08,DEBIT PURCHASE 06/03/24 xx-0411 YQUEUE S,-15.2,Withdrawal,Miscellaneous,"This transaction is a debit purchase from a vendor named YQUEUE S. The category is not clear from the description, so it is labeled as Miscellaneous."
2024-03-08,NETS QR 23006110 NETS QR PURCHASE MRS HEN,-9.4,Withdrawal,Food,Payment for food at Mrs Hen via NETS QR.
2024-03-08,IBG GIRO INSU 068606931052 Singapore Life Ltd AVI12270365/068606931052,-15.49,Withdrawal,Health,This is a payment for a health insurance policy with Singapore Life Ltd.
2024-03-08,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This is a payment for a food purchase made through NETS QR.
2024-03-09,FUND TRANSFER via PayNow-Mobile to ANNA LOW OTHR - OTHR,-6.7,Withdrawal,Transfers,This transaction is a fund transfer to Anna Low via PayNow-Mobile.
2024-03-09,NETS QR 23020039 NETS QR PURCHASE YHS (SINGAPORE) P,-0.9,Withdrawal,Food,"This transaction is a purchase made at YHS (Singapore), which is likely a food establishment, using NETS QR for payment."
2024-03-09,PAYMENT/TRANSFER via PayNow-DBSS from CHIA WEN JUN M OTHR Send back 89384969,14.43,Deposit,Transfers,This is a transfer received from CHIA WEN JUN M via PayNow-DBSS.
2024-03-10,NETS QR 70835401 NETS QR PURCHASE MINI WOK,-4.9,Withdrawal,Food,Payment for a meal at Mini Wok using NETS QR.
2024-03-10,PAYMENT/TRANSFER via PayNow-DBSS from ALYANNA YSABEL OTHR Send back 92437375,14.42,Deposit,Transfers,This is a transfer received from Alyanna Ysabel via PayNow-DBSS.
2024-03-10,PAYMENT/TRANSFER via PayNow-DBSS from WILLSON HAN ZH OTHR Send back 97788173,14.43,Deposit,Transfers,This is a transfer received from Willson Han via PayNow-DBSS.
2024-03-11,DEBIT PURCHASE 08/03/24 xx-0411 YQUEUE S,-6.5,Withdrawal,Miscellaneous,"This is a debit purchase from a vendor named YQUEUE S. The category is not clear from the description, so it's labeled as miscellaneous."
2024-03-11,CREDIT PURCHASE 09/03/24 xx-0411 Grab* 8-C6E3TJVGEBMBFE S,-101.0,Withdrawal,Transport,"This is a payment for a Grab ride, a transportation service."
2024-03-11,NETS QR 90894701 NETS QR PURCHASE PASTA EXPRESS TD,-6.2,Withdrawal,Food,Payment for a meal at Pasta Express using NETS QR.
2024-03-12,NETS QR 90376701 NETS QR PURCHASE MALA XIANG GUO,-19.3,Withdrawal,Food,Payment for a meal at Mala Xiang Guo using NETS QR.
2024-03-12,PAYMENT/TRANSFER via PayNow-DBSS from JOEL MATTHEW C OTHR JOEL MATTHEW CHIAM Z QIANG,6.4,Deposit,Transfers,This is a transfer received from Joel Matthew via PayNow-DBS.
2024-03-12,PAYMENT/TRANSFER via PayNow-DBSS from LYE HOE TENG D OTHR LYE HOE TENG DYLAN,6.4,Deposit,Transfers,This is a transfer received from LYE HOE TENG DYLAN via PayNow-DBSS.
2024-03-12,NETS QR 88924101 NETS QR PURCHASE COOL SPOT,-2.0,Withdrawal,Food,Payment for food at Cool Spot via NETS QR.
2024-03-12,NETS QR 23016847 NETS QR PURCHASE GREENS & GRAINS,-6.8,Withdrawal,Groceries,Purchase of groceries from Greens & Grains using NETS QR.
2024-03-13,FAST PAYMENT via PayNow-Mobile to Aly OTHR - OTHR,-10.0,Withdrawal,Transfers,This is a transfer of funds made through PayNow-Mobile to a person named Aly.
2024-03-13,CREDIT PURCHASE 10/03/24 xx-0411 YQUEUE S,-6.5,Withdrawal,Miscellaneous,"This transaction is a debit purchase from a vendor named YQUEUE S. The category isn't clear from the description, so it is labeled as miscellaneous."
2024-03-13,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.5,Withdrawal,Food,This is a payment for a food purchase made through NETS QR.
2024-03-13,"PAYMENT/TRANSFER via PayNow-DBSS from TANG CHI YIN, OTHR Send back 93716842",14.43,Deposit,Transfers,This is a transfer received from Tang Chi Yin via PayNow-DBSS.
2024-03-13,FAST PAYMENT via PayNow-UEN to QFPAY SINGAPORE OTHR - 2000012167724073,-8.0,Withdrawal,Miscellaneous,"This transaction represents a payment made via PayNow-UEN to QFPAY SINGAPORE. The specific purpose of the payment is not clear, hence it is categorized as Miscellaneous."
2024-03-13,COLLECTION/TRANSFER UBIL Arnold 90da19d7cc5b4e96abf GRABPAY TOPUP Arnold,-10.0,Withdrawal,Transfers,"This transaction is a transfer of funds to GrabPay, likely for future use in transport or other services provided by Grab."
2024-03-14,DEBIT PURCHASE 10/03/24 xx-0411 WAFFLETOWN S,-7.2,Withdrawal,Food,Payment for food at Waffletown.
2024-03-14,DEBIT PURCHASE 12/03/24 xx-0411 YQUEUE S,-6.8,Withdrawal,Miscellaneous,"This transaction is a debit purchase from a vendor named YQUEUE S. The category is not clear from the description, so it is labeled as Miscellaneous."
2024-03-15,NETS QR 89059401 NETS QR PURCHASE FISH SOUP,-5.9,Withdrawal,Food,Payment for fish soup via NETS QR.
2024-03-16,FAST PAYMENT via PayNow-UEN to XIANG HO MANAGEM OTHR - OTHR,-1.2,Withdrawal,Miscellaneous,This transaction is a fast payment made through PayNow-UEN to Xiang Ho Management. The category is miscellaneous as it doesn't fit into any of the other specific categories.
2024-03-16,DEBIT PURCHASE 13/03/24 xx-0411 YQUEUE S,-6.8,Withdrawal,Miscellaneous,"This is a debit purchase from a vendor named YQUEUE S. The category is not clear from the description, so it is labeled as miscellaneous."
2024-03-17,FAST PAYMENT via PayNow-UEN to QFPAY SINGAPORE OTHR - 2000004067724077,-8.0,Withdrawal,Miscellaneous,"This transaction is a payment made through PayNow-UEN to QFPAY SINGAPORE. The specific purpose of the payment is not clear, hence it is categorized as miscellaneous."
2024-03-18,COLLECTION/TRANSFER UBIL Arnold 90da19d7cc5b4e96abf GRABPAY TOPUP Arnold,-10.0,Withdrawal,Transfers,"This transaction is a top-up to a GrabPay account, which is a form of fund transfer."
2024-03-18,FAST PAYMENT via PayNow-UEN to QFPAY SINGAPORE OTHR - 2000007867724078,-6.8,Withdrawal,Miscellaneous,"This transaction is a payment made through PayNow-UEN to QFPAY SINGAPORE. The specific purpose of the transaction is not clear, hence it is categorized under Miscellaneous."
2024-03-21,FUND TRANSFER via PayNow-Mobile from JUSTIN SOONG Y OTHR - GPay-,14.43,Deposit,Transfers,"This transaction represents a fund transfer received from Justin Soong via PayNow-Mobile, processed through GPay."
2024-03-22,FAST PAYMENT via PayNow-UEN to QFPAY SINGAPORE OTHR - 2000112867724081,-6.0,Withdrawal,Miscellaneous,"This transaction represents a payment made through PayNow-UEN to QFPAY SINGAPORE, which doesn't fall under any specific category hence it's labeled as miscellaneous."
2024-03-22,NETS QR 88924101 NETS QR PURCHASE COOL SPOT,-1.2,Withdrawal,Food,Payment for food at Cool Spot using NETS QR.
2024-03-22,NETS QR 89059401 NETS QR PURCHASE FISH SOUP,-5.3,Withdrawal,Food,Payment for fish soup purchased through NETS QR.
2024-03-23,FAST PAYMENT via PayNow-UEN to NATIONAL UNIVERS OTHR - DICNECOLL01071506,-27.25,Withdrawal,Miscellaneous,"This transaction is a payment made to a National University, possibly for tuition, books, or other educational expenses. It doesn't fit into the other categories, so it is labeled as Miscellaneous."
2024-03-24,FAST PAYMENT via PayNow-UEN to XIANG HO MANAGEM OTHR - OTHR,-3.8,Withdrawal,Miscellaneous,"Payment made to Xiang Ho Management via PayNow-UEN. The category is not specified, hence it is labeled as miscellaneous."
2024-03-24,DEBIT PURCHASE 22/03/24 xx-0411 YQUEUE S,-6.8,Withdrawal,Miscellaneous,"This is a debit purchase from a vendor named YQUEUE S. The category is not clear from the description, so it is labeled as miscellaneous."
2024-03-25,CREDIT PURCHASE 23/03/24 xx-0411 YQUEUE S,-6.5,Withdrawal,Miscellaneous,"This transaction represents a debit purchase from a vendor named YQUEUE S. The category is not clear from the description, so it is labeled as Miscellaneous."
2024-03-25,DEBIT PURCHASE 23/03/24 xx-6482 EZ-LINK APP S,-10.0,Withdrawal,Transport,Payment for transport services through the EZ-Link app.
2024-03-25,NETS QR 69456501 NETS QR PURCHASE LIANG BAN KUNG FU,-32.4,Withdrawal,Food,"This transaction is a purchase made at Liang Ban Kung Fu, which is likely a food establishment, hence it falls under the Food category."
2024-03-25,NETS QR 68411501 NETS QR PURCHASE FRESH FRUIT & JUICE,-2.0,Withdrawal,Groceries,Purchase of fresh fruit and juice via NETS QR.
2024-03-25,PAYMENT/TRANSFER via PayNow-UOVB from CHARISSE THONG OTHR Transfer - Mobile,8.1,Deposit,Transfers,Received a transfer from Charisse Thong via PayNow-UOVB.
2024-03-25,PAYMENT/TRANSFER via PayNow-DBSS from BRANDON CHEN G OTHR PayNow Transfer,8.1,Deposit,Transfers,This is a transfer received from Brandon Chen via PayNow-DBSS.
2024-03-25,FAST PAYMENT via PayNow-Mobile to TEO WEE KENG KEN OTHR - OTHR,-16.6,Withdrawal,Transfers,"This transaction is a transfer of funds to another individual, Teo Wee Keng Ken, using the PayNow-Mobile service."
2024-03-25,FAST PAYMENT via PayNow-Mobile to Abyssmalfate OTHR - OTHR,-16.4,Withdrawal,Transfers,This transaction represents a transfer of funds made through PayNow-Mobile to a user named Abyssmalfate.
2024-03-25,FAST PAYMENT via PayNow-Mobile to Abyssmalfate OTHR - OTHR,-18.6,Withdrawal,Transfers,This transaction represents a transfer of funds made via PayNow-Mobile to a user named Abyssmalfate.
2024-03-27,NETS QR 23020039 NETS QR PURCHASE YHS (SINGAPORE) P,-1.2,Withdrawal,Food,This is a payment for food at YHS (Singapore) made via NETS QR.
2024-03-27,IBG GIRO SUPP National University 0074507043,343.01,Withdrawal,Bills,"This transaction is a payment made to the National University, likely for tuition or other university-related expenses."
2024-03-27,NETS QR 88891201 NETS QR PURCHASE STALL 6,-7.8,Withdrawal,Food,Payment for food at Stall 6 through NETS QR.
2024-03-28,NETS QR 88891601 NETS QR PURCHASE STALL 10,-6.9,Withdrawal,Food,"This is a payment for food at Stall 10, made via NETS QR."
2024-03-29,COLLECTION/TRANSFER UBIL Arnold 90da19d7cc5b4e96abf GRABPAY TOPUP Arnold,-5.0,Withdrawal,Transfers,"This transaction is a transfer of funds to GrabPay, likely for future use in transport or other services provided by Grab."
2024-03-29,NETS QR 89059401 NETS QR PURCHASE FISH SOUP,-5.3,Withdrawal,Food,Payment for fish soup purchased using NETS QR.
2024-03-29,FAST PAYMENT via PayNow-UEN to QFPAY SINGAPORE OTHR - 2000013567724089,-6.5,Withdrawal,Miscellaneous,"This transaction is a payment made through PayNow-UEN to QFPAY SINGAPORE. The specific purpose of the payment is not clear, hence it is categorized as miscellaneous."
2024-03-30,CREDIT PURCHASE 27/03/24 xx-0411 GET*Eighteen Chef S,-9.9,Withdrawal,Food,Payment for a meal at Eighteen Chef S.
2024-03-30,DEBIT PURCHASE 27/03/24 xx-0411 YQUEUE S,-6.5,Withdrawal,Miscellaneous,"This is a debit purchase from a vendor named YQUEUE S. The category is not clear from the description, so it is labeled as Miscellaneous."
2024-03-30,DEBIT PURCHASE 28/03/24 xx-0411 YQUEUE S,-6.8,Withdrawal,Miscellaneous,"This transaction is a debit purchase from a vendor named YQUEUE S. The category isn't clear from the description, so it's labeled as miscellaneous."
2024-03-30,NETS QR 70835401 NETS QR PURCHASE MINI WOK,-4.9,Withdrawal,Food,Payment for a meal at Mini Wok using NETS QR.
2024-03-30,FAST PAYMENT via PayNow-UEN to QFPAY SINGAPORE OTHR - 2000006067724090,-6.8,Withdrawal,Miscellaneous,"This transaction is a payment made through PayNow-UEN to QFPAY Singapore. The specific purpose of the payment is not clear from the description, hence it is categorized under Miscellaneous."
2024-03-30,INTEREST CREDIT,1.63,Deposit,Income,This is an interest payment credited to the account.
2023-04-01,FAST PAYMENT via PayNow-UEN to XIANG HO MANAGEM OTHR - 1759085,-5.2,Withdrawal,Miscellaneous,"This transaction is a payment made via PayNow-UEN to Xiang Ho Management. The exact purpose of the transaction is not clear from the description, so it is categorized as Miscellaneous."
2023-04-01,PAYMENT/TRANSFER UOVB from WONG MEI YIN OTHR Study Allowance,500.0,Deposit,Income,"This is a deposit transaction, categorized as income. It appears to be a study allowance transferred from Wong Mei Yin."
2023-04-03,FUND TRANSFER via PayNow-QR Code to QFPAY SINGAPORE OTHR - QF2023040302003473,-6.7,Withdrawal,Transfers,This transaction represents a fund transfer made via PayNow-QR Code to QFPAY in Singapore.
2023-04-03,NETS QR 91641801 NETS QR PURCHASE NUS FF S11,-14.4,Withdrawal,Food,This is a payment for a food purchase at NUS FF S11 using NETS QR.
2023-04-03,PAYMENT/TRANSFER via PayNow-DBSS from NICOLE LEE SIY OTHR PayNow Transfer,7.2,Deposit,Transfers,This is a transfer received from Nicole Lee via PayNow-DBSS.
2023-04-03,FAST PAYMENT via PayNow-Mobile to JIRAPAT JIRASEV OTHR - 1148988,-10.0,Withdrawal,Transfers,This is a transfer of funds to Jirapat Jirasev via PayNow-Mobile.
2023-04-03,NETS QR 52994001 NETS QR PURCHASE KOREAN UTOWN,-5.3,Withdrawal,Food,Payment for a food purchase at Korean UTown using NETS QR.
2023-04-04,FAST PAYMENT via PayNow-UEN to XIANG HO MANAGEM OTHR - 1199285,-5.2,Withdrawal,Miscellaneous,"This transaction is a payment made via PayNow-UEN to Xiang Ho Management. The exact purpose of the transaction is not specified, hence it is categorized under Miscellaneous."
2023-04-04,FUND TRANSFER via PayNow-QR Code to QFPAY SINGAPORE OTHR - QF2023040401003479,-5.5,Withdrawal,Transfers,This transaction is a fund transfer made via PayNow-QR Code to QFPAY in Singapore.
2023-04-04,IBG GIRO SUPP National University 0074276129,52.0,Withdrawal,Bills,"This transaction is a payment made to the National University, likely for tuition or other related fees."
2023-04-04,FAST PAYMENT via PayNow-UEN to XIANG HO MANAGEM OTHR - 1307820,-5.2,Withdrawal,Miscellaneous,"This transaction is a payment made via PayNow-UEN to Xiang Ho Management. The purpose of the payment is not specified, hence it is categorized under Miscellaneous."
2023-04-05,FUND TRANSFER via PayNow-QR Code to QFPAY SINGAPORE OTHR - QF2023040401003484,-6.7,Withdrawal,Transfers,This transaction is a fund transfer made via PayNow-QR Code to QFPAY in Singapore.
2023-04-05,FUND TRANSFER via PayNow-Mobile to jason OTHR -,-3.75,Withdrawal,Transfers,Funds were transferred to Jason via PayNow-Mobile.
2023-04-05,NETS QR 70835401 NETS QR PURCHASE MINI WOK,-4.3,Withdrawal,Food,Payment for a meal at Mini Wok using NETS QR.
2023-04-05,NETS QR 52994001 NETS QR PURCHASE KOREAN UTOWN,-10.6,Withdrawal,Food,Payment for a meal at Korean UTown using NETS QR.
2023-04-05,PAYMENT/TRANSFER via PayNow-DBSS from NICOLE LEE SIY OTHR PayNow Transfer,5.3,Deposit,Transfers,This is a transfer received from Nicole Lee via PayNow-DBSS.
2023-04-05,FUND TRANSFER via PayNow-QR Code to QFPAY SINGAPORE OTHR - QF2023040501003490,-12.5,Withdrawal,Transfers,This transaction represents a fund transfer made via PayNow-QR Code to QFPAY SINGAPORE.
2023-04-05,PAYMENT/TRANSFER via PayNow-DBSS from NICOLE LEE SIY OTHR PayNow Transfer,6.25,Deposit,Transfers,This is a transfer received from Nicole Lee Siy via PayNow-DBSS.
2023-04-06,DEBIT PURCHASE 04/04/23 xx-0411 Grab S,-10.0,Withdrawal,Transport,"Payment for Grab, a ride-hailing service."
2023-04-06,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.5,Withdrawal,Food,This transaction is a payment for a food purchase made using NETS QR.
2023-04-06,NETS QR 88924101 NETS QR PURCHASE COOL SPOT,-2.9,Withdrawal,Food,"This transaction is a purchase made at Cool Spot, which is likely a food establishment, hence the category is Food. The negative amount indicates money was spent, making it a withdrawal."
2023-04-06,FAST PAYMENT via PayNow-UEN to NEO EMPIRE PTE. OTHR - NUH121,-10.5,Withdrawal,Miscellaneous,"This transaction is a fast payment made through PayNow-UEN to a company named NEO EMPIRE PTE. The specific purpose of the transaction is not clear from the description, hence it is categorized as Miscellaneous."
2023-04-06,PAYMENT/TRANSFER via PayNow-DBSS from SARAH LIM HUI OTHR SARAH LIM HUI EN,5.25,Deposit,Transfers,This is a transfer received from Sarah Lim Hui En via PayNow-DBSS.
2023-04-07,FAST PAYMENT via PayNow-UEN to XIANG HO MANAGEM OTHR - 1669561,-5.2,Withdrawal,Miscellaneous,Payment made to Xiang Ho Management via PayNow-UEN.
2023-04-07,CREDIT PURCHASE 06/04/23 xx-0411 NTUC FP - NUH S,-4.15,Withdrawal,Groceries,"This transaction is a debit purchase from NTUC FairPrice (a supermarket chain in Singapore), indicating a withdrawal for the purpose of buying groceries."
2023-04-07,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,"This transaction is a purchase made at Sin Kee, likely a restaurant or food store, using NETS QR for payment."
